nobel year,firstname,lastname,category,gender,motivation,birth_country,birth_country_code,death_date,death_country,death_country_code,organization_name,organization_country,age,birth_year,alpha-3
1977,James E.,Meade,economics,male,"""for their pathbreaking contribution to the theory of international trade and international capital movements""",United Kingdom,GB,22-12-1995,United Kingdom,GB,University of Cambridge,United Kingdom,70,1907,GBR
1977,Bertil,Ohlin,economics,male,"""for their pathbreaking contribution to the theory of international trade and international capital movements""",Sweden,SE,3/8/1979,Sweden,SE,Stockholm School of Economics,Sweden,78,1899,SWE
1977,Sir Nevill F.,Mott,physics,male,"""for their fundamental theoretical investigations of the electronic structure of magnetic and disordered systems""",United Kingdom,GB,8/8/1996,United Kingdom,GB,University of Cambridge,United Kingdom,72,1905,GBR
1977,John H.,Van Vleck,physics,male,"""for their fundamental theoretical investigations of the electronic structure of magnetic and disordered systems""",USA,US,27-10-1980,USA,US,Harvard University,USA,78,1899,USA
1977,Andrew V.,Schally,medicine,male,"""for their discoveries concerning the peptide hormone production of the brain""",Lithuania,LT,0000-00-00,,,Veterans Administration Hospital,USA,51,1926,LTU
1977,Rosalyn,Yalow,medicine,female,"""for the development of radioimmunoassays of peptide hormones""",USA,US,30-05-2011,USA,US,Veterans Administration Hospital,USA,56,1921,USA
1977,Ilya,Prigogine,chemistry,male,"""for his contributions to non-equilibrium thermodynamics particularly the theory of dissipative structures""",Russia,RU,28-05-2003,Belgium,BE,Université Libre de Bruxelles,Belgium,60,1917,RUS
1977,Roger,Guillemin,medicine,male,"""for their discoveries concerning the peptide hormone production of the brain""",France,FR,0000-00-00,,,The Salk Institute,USA,53,1924,FRA
1977,Amnesty International,,peace,org,"""for worldwide respect for human rights""",,,0000-00-00,,,,,16,1961,NAM
1977,Vicente,Aleixandre,literature,male,"""for a creative poetic writing which illuminates man's condition in the cosmos and in present-day society at the same time representing the great renewal of the traditions of Spanish poetry between the wars""",Spain,ES,14-12-1984,Spain,ES,,,79,1898,ESP
1978,Anwar,al-Sadat,peace,male,"""for jointly having negotiated peace between Egypt and Israel in 1978""",Egypt,EG,6/10/1981,Egypt,EG,,,60,1918,EGY
1978,Menachem,Begin,peace,male,"""for jointly having negotiated peace between Egypt and Israel in 1978""",Belarus,BY,9/3/1992,Israel,IL,,,65,1913,BLR
1978,Arno,Penzias,physics,male,"""for their discovery of cosmic microwave background radiation""",Germany,DE,0000-00-00,,,Bell Laboratories,USA,45,1933,DEU
1978,Hamilton O.,Smith,medicine,male,"""for the discovery of restriction enzymes and their application to problems of molecular genetics""",USA,US,0000-00-00,,,Johns Hopkins University School of Medicine,USA,47,1931,USA
1978,Daniel,Nathans,medicine,male,"""for the discovery of restriction enzymes and their application to problems of molecular genetics""",USA,US,16-11-1999,USA,US,Johns Hopkins University School of Medicine,USA,50,1928,USA
1978,Werner,Arber,medicine,male,"""for the discovery of restriction enzymes and their application to problems of molecular genetics""",Switzerland,CH,0000-00-00,,,Biozentrum der Universität,Switzerland,49,1929,CHE
1978,Robert Woodrow,Wilson,physics,male,"""for their discovery of cosmic microwave background radiation""",USA,US,0000-00-00,,,Bell Laboratories,USA,42,1936,USA
1978,Isaac Bashevis,Singer,literature,male,"""for his impassioned narrative art which with roots in a Polish-Jewish cultural tradition brings universal human conditions to life""",Poland,PL,24-07-1991,USA,US,,,74,1904,POL
1978,Herbert,Simon,economics,male,"""for his pioneering research into the decision-making process within economic organizations""",USA,US,9/2/2001,USA,US,Carnegie Mellon University,USA,62,1916,USA
1978,Pyotr,Kapitsa,physics,male,"""for his basic inventions and discoveries in the area of low-temperature physics""",Russia,RU,8/4/1984,USSR (now Russia),RU,Academy of Sciences,USSR (now Russia),84,1894,RUS
1978,Peter,Mitchell,chemistry,male,"""for his contribution to the understanding of biological energy transfer through the formulation of the chemiosmotic theory""",United Kingdom,GB,10/4/1992,United Kingdom,GB,Glynn Research Laboratories,United Kingdom,58,1920,GBR
1979,Georg,Wittig,chemistry,male,"""for their development of the use of boron- and phosphorus-containing compounds respectively into important reagents in organic synthesis""",Germany,DE,26-08-1987,West Germany (now Germany),DE,University of Heidelberg,Germany,82,1897,DEU
1979,Theodore W.,Schultz,economics,male,"""for their pioneering research into economic development research with particular consideration of the problems of developing countries""",USA,US,26-02-1998,USA,US,University of Chicago,USA,77,1902,USA
1979,Sir Arthur,Lewis,economics,male,"""for their pioneering research into economic development research with particular consideration of the problems of developing countries""",Lucia,LC,15-06-1991,Barbados,BB,Princeton University,USA,64,1915,LCA
1979,Anjezë Gonxhe,Bojaxhiu,peace,female,"""for her work for bringing help to suffering humanity""",Macedonia,MK,5/9/1997,India,IN,,,69,1910,MKD
1979,Herbert C.,Brown,chemistry,male,"""for their development of the use of boron- and phosphorus-containing compounds respectively into important reagents in organic synthesis""",United Kingdom,GB,19-12-2004,USA,US,Purdue University,USA,67,1912,GBR
1979,Sheldon,Glashow,physics,male,"""for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles including inter alia the prediction of the weak neutral current""",USA,US,0000-00-00,,,Harvard University Lyman Laboratory,USA,47,1932,USA
1979,Steven,Weinberg,physics,male,"""for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles including inter alia the prediction of the weak neutral current""",USA,US,23-07-2021,USA,US,Harvard University,USA,46,1933,USA
1979,Godfrey N.,Hounsfield,medicine,male,"""for the development of computer assisted tomography""",United Kingdom,GB,12/8/2004,United Kingdom,GB,Central Research Laboratories EMI,United Kingdom,60,1919,GBR
1979,Allan M.,Cormack,medicine,male,"""for the development of computer assisted tomography""",South Africa,ZA,7/5/1998,USA,US,Tufts University,USA,55,1924,ZAF
1979,Odysseus,Elytis,literature,male,"""for his poetry which against the background of Greek tradition depicts with sensuous strength and intellectual clear-sightedness modern man's struggle for freedom and creativeness""",Greece,GR,18-03-1996,Greece,GR,,,68,1911,GRC
1979,Abdus,Salam,physics,male,"""for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles including inter alia the prediction of the weak neutral current""",Pakistan,PK,21-11-1996,United Kingdom,GB,International Centre for Theoretical Physics,Italy,53,1926,PAK
1980,Frederick,Sanger,chemistry,male,"""for their contributions concerning the determination of base sequences in nucleic acids""",United Kingdom,GB,19-11-2013,United Kingdom,GB,MRC Laboratory of Molecular Biology,United Kingdom,62,1918,GBR
1980,Jean,Dausset,medicine,male,"""for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions""",France,FR,6/6/2009,Spain,ES,Université de Paris Laboratoire Immuno-Hématologie,France,64,1916,FRA
1980,Baruj,Benacerraf,medicine,male,"""for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions""",Venezuela,VE,2/8/2011,USA,US,Harvard Medical School,USA,60,1920,VEN
1980,Lawrence R.,Klein,economics,male,"""for the creation of econometric models and the application to the analysis of economic fluctuations and economic policies""",USA,US,20-10-2013,USA,US,University of Pennsylvania,USA,60,1920,USA
1980,Paul,Berg,chemistry,male,"""for his fundamental studies of the biochemistry of nucleic acids with particular regard to recombinant-DNA""",USA,US,15-02-2023,USA,US,Stanford University,USA,54,1926,USA
1980,Adolfo,Pérez Esquivel,peace,male,"""for being a source of inspiration to repressed people especially in Latin America""",Argentina,AR,0000-00-00,,,,,49,1931,ARG
1980,Walter,Gilbert,chemistry,male,"""for their contributions concerning the determination of base sequences in nucleic acids""",USA,US,0000-00-00,,,Harvard University Biological Laboratories,USA,48,1932,USA
1980,Val,Fitch,physics,male,"""for the discovery of violations of fundamental symmetry principles in the decay of neutral K-mesons""",USA,US,5/2/2015,USA,US,Princeton University,USA,57,1923,USA
1980,James,Cronin,physics,male,"""for the discovery of violations of fundamental symmetry principles in the decay of neutral K-mesons""",USA,US,25-08-2016,USA,US,University of Chicago,USA,49,1931,USA
1980,Czeslaw,Milosz,literature,male,"""who with uncompromising clear-sightedness voices man's exposed condition in a world of severe conflicts""",Lithuania,LT,14-08-2004,Poland,PL,,,69,1911,LTU
1980,George D.,Snell,medicine,male,"""for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions""",USA,US,6/6/1996,USA,US,Jackson Laboratory,USA,77,1903,USA
1981,James,Tobin,economics,male,"""for his analysis of financial markets and their relations to expenditure decisions employment production and prices""",USA,US,11/3/2002,USA,US,Yale University,USA,63,1918,USA
1981,Elias,Canetti,literature,male,"""for writings marked by a broad outlook a wealth of ideas and artistic power""",Bulgaria,BG,14-08-1994,Switzerland,CH,,,76,1905,BGR
1981,David H.,Hubel,medicine,male,"""for their discoveries concerning information processing in the visual system""",Canada,CA,22-09-2013,USA,US,Harvard Medical School,USA,55,1926,CAN
1981,Nicolaas,Bloembergen,physics,male,"""for their contribution to the development of laser spectroscopy""",the Netherlands,NL,5/9/2017,USA,US,Harvard University,USA,61,1920,NLD
1981,Office of the United Nations High Commissioner for Refugees,,peace,org,"""for promoting the fundamental rights of refugees""",,,0000-00-00,,,,,31,1950,NAM
1981,Roger W.,Sperry,medicine,male,"""for his discoveries concerning the functional specialization of the cerebral hemispheres""",USA,US,17-04-1994,USA,US,California Institute of Technology (Caltech),USA,68,1913,USA
1981,Kenichi,Fukui,chemistry,male,"""for their theories developed independently concerning the course of chemical reactions""",Japan,JP,9/1/1998,Japan,JP,Kyoto University,Japan,63,1918,JPN
1981,Roald,Hoffmann,chemistry,male,"""for their theories developed independently concerning the course of chemical reactions""",Ukraine,UA,0000-00-00,,,Cornell University,USA,44,1937,UKR
1981,Torsten N.,Wiesel,medicine,male,"""for their discoveries concerning information processing in the visual system""",Sweden,SE,0000-00-00,,,Harvard Medical School,USA,57,1924,SWE
1981,Arthur L.,Schawlow,physics,male,"""for their contribution to the development of laser spectroscopy""",USA,US,28-04-1999,USA,US,Stanford University,USA,60,1921,USA
1981,Kai M.,Siegbahn,physics,male,"""for his contribution to the development of high-resolution electron spectroscopy""",Sweden,SE,20-07-2007,Sweden,SE,Uppsala University,Sweden,63,1918,SWE
1982,George J.,Stigler,economics,male,"""for his seminal studies of industrial structures functioning of markets and causes and effects of public regulation""",USA,US,1/12/1991,USA,US,University of Chicago,USA,71,1911,USA
1982,Alva,Myrdal,peace,female,"""for their work for disarmament and nuclear and weapon-free zones""",Sweden,SE,1/2/1986,Sweden,SE,,,80,1902,SWE
1982,Gabriel,García Márquez,literature,male,"""for his novels and short stories in which the fantastic and the realistic are combined in a richly composed world of imagination reflecting a continent's life and conflicts""",Colombia,CO,17-04-2014,Mexico,MX,,,55,1927,COL
1982,John R.,Vane,medicine,male,"""for their discoveries concerning prostaglandins and related biologically active substances""",United Kingdom,GB,19-11-2004,United Kingdom,GB,The Wellcome Research Laboratories,United Kingdom,55,1927,GBR
1982,Aaron,Klug,chemistry,male,"""for his development of crystallographic electron microscopy and his structural elucidation of biologically important nucleic acid-protein complexes""",Lithuania,LT,20-11-2018,,,MRC Laboratory of Molecular Biology,United Kingdom,56,1926,LTU
1982,Sune K.,Bergström,medicine,male,"""for their discoveries concerning prostaglandins and related biologically active substances""",Sweden,SE,15-08-2004,Sweden,SE,Karolinska Institutet,Sweden,66,1916,SWE
1982,Kenneth G.,Wilson,physics,male,"""for his theory for critical phenomena in connection with phase transitions""",USA,US,15-06-2013,USA,US,Cornell University,USA,46,1936,USA
1982,Alfonso,García Robles,peace,male,"""for their work for disarmament and nuclear and weapon-free zones""",Mexico,MX,2/9/1991,Mexico,MX,,,71,1911,MEX
1982,Bengt I.,Samuelsson,medicine,male,"""for their discoveries concerning prostaglandins and related biologically active substances""",Sweden,SE,0000-00-00,,,Karolinska Institutet,Sweden,48,1934,SWE
1983,Lech,Walesa,peace,male,"""for non-violent struggle for free trade unions and human rights in Poland""",Poland,PL,0000-00-00,,,,,40,1943,POL
1983,Henry,Taube,chemistry,male,"""for his work on the mechanisms of electron transfer reactions especially in metal complexes""",Canada,CA,16-11-2005,USA,US,Stanford University,USA,68,1915,CAN
1983,Barbara,McClintock,medicine,female,"""for her discovery of mobile genetic elements""",USA,US,2/9/1992,USA,US,Cold Spring Harbor Laboratory,USA,81,1902,USA
1983,Gerard,Debreu,economics,male,"""for having incorporated new analytical methods into economic theory and for his rigorous reformulation of the theory of general equilibrium""",France,FR,31-12-2004,France,FR,University of California,USA,62,1921,FRA
1983,William,Golding,literature,male,"""for his novels which with the perspicuity of realistic narrative art and the diversity and universality of myth illuminate the human condition in the world of today""",United Kingdom,GB,19-06-1993,United Kingdom,GB,,,72,1911,GBR
1983,William A.,Fowler,physics,male,"""for his theoretical and experimental studies of the nuclear reactions of importance in the formation of the chemical elements in the universe""",USA,US,14-03-1995,USA,US,California Institute of Technology (Caltech),USA,72,1911,USA
1983,Subramanyan,Chandrasekhar,physics,male,"""for his theoretical studies of the physical processes of importance to the structure and evolution of the stars""",Pakistan,PK,21-08-1995,USA,US,University of Chicago,USA,73,1910,PAK
1984,Niels K.,Jerne,medicine,male,"""for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies""",United Kingdom,GB,7/10/1994,France,FR,Basel Institute for Immunology,Switzerland,73,1911,GBR
1984,Georges J.F.,Köhler,medicine,male,"""for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies""",Germany,DE,1/3/1995,Germany,DE,Basel Institute for Immunology,Switzerland,38,1946,DEU
1984,César,Milstein,medicine,male,"""for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies""",Argentina,AR,24-03-2002,United Kingdom,GB,MRC Laboratory of Molecular Biology,United Kingdom,57,1927,ARG
1984,Jaroslav,Seifert,literature,male,"""for his poetry which endowed with freshness sensuality and rich inventiveness provides a liberating image of the indomitable spirit and versatility of man""",Republic,CZ,10/1/1986,Czechoslovakia (now Czech Republic),CZ,,,83,1901,CZE
1984,Desmond,Tutu,peace,male,"""for his role as a unifying leader figure in the non-violent campaign to resolve the problem of apartheid in South Africa""",South Africa,ZA,26-12-2021,South Africa,ZA,,,53,1931,ZAF
1984,Bruce,Merrifield,chemistry,male,"""for his development of methodology for chemical synthesis on a solid matrix""",USA,US,14-05-2006,USA,US,Rockefeller University,USA,63,1921,USA
1984,Simon,van der Meer,physics,male,"""for their decisive contributions to the large project which led to the discovery of the field particles W and Z communicators of weak interaction""",the Netherlands,NL,4/3/2011,Switzerland,CH,CERN,Switzerland,59,1925,NLD
1984,Carlo,Rubbia,physics,male,"""for their decisive contributions to the large project which led to the discovery of the field particles W and Z communicators of weak interaction""",Italy,IT,0000-00-00,,,CERN,Switzerland,50,1934,ITA
1984,Richard,Stone,economics,male,"""for having made fundamental contributions to the development of systems of national accounts and hence greatly improved the basis for empirical economic analysis""",United Kingdom,GB,6/12/1991,United Kingdom,GB,University of Cambridge,United Kingdom,71,1913,GBR
1985,International Physicians for the Prevention of Nuclear War,,peace,org,"""for spreading authoritative information and by creating awareness of the catastrophic consequences of nuclear war""",,,0000-00-00,,,,,5,1980,NAM
1985,Klaus,von Klitzing,physics,male,"""for the discovery of the quantized Hall effect""",Poland,PL,0000-00-00,,,Max-Planck-Institut für Festkörperforschung,Germany,42,1943,POL
1985,Joseph L.,Goldstein,medicine,male,"""for their discoveries concerning the regulation of cholesterol metabolism""",USA,US,0000-00-00,,,University of Texas Southwestern Medical Center at Dallas,USA,45,1940,USA
1985,Michael S.,Brown,medicine,male,"""for their discoveries concerning the regulation of cholesterol metabolism""",USA,US,0000-00-00,,,University of Texas Southwestern Medical Center at Dallas,USA,44,1941,USA
1985,Herbert A.,Hauptman,chemistry,male,"""for their outstanding achievements in the development of direct methods for the determination of crystal structures""",USA,US,23-10-2011,USA,US,The Medical Foundation of Buffalo,USA,68,1917,USA
1985,Jerome,Karle,chemistry,male,"""for their outstanding achievements in the development of direct methods for the determination of crystal structures""",USA,US,6/6/2013,USA,US,US Naval Research Laboratory,USA,67,1918,USA
1985,Claude,Simon,literature,male,"""who in his novel combines the poet's and the painter's creativeness with a deepened awareness of time in the depiction of the human condition""",Madagascar,MG,6/7/2005,France,FR,,,72,1913,MDG
1985,Franco,Modigliani,economics,male,"""for his pioneering analyses of saving and of financial markets""",Italy,IT,25-09-2003,USA,US,Massachusetts Institute of Technology (MIT),USA,67,1918,ITA
1986,Dudley R.,Herschbach,chemistry,male,"""for their contributions concerning the dynamics of chemical elementary processes""",USA,US,0000-00-00,,,Harvard University,USA,54,1932,USA
1986,John C.,Polanyi,chemistry,male,"""for their contributions concerning the dynamics of chemical elementary processes""",Germany,DE,0000-00-00,,,University of Toronto,Canada,57,1929,DEU
1986,Gerd,Binnig,physics,male,"""for their design of the scanning tunneling microscope""",Germany,DE,0000-00-00,,,IBM Zurich Research Laboratory,Switzerland,39,1947,DEU
1986,Heinrich,Rohrer,physics,male,"""for their design of the scanning tunneling microscope""",Switzerland,CH,16-05-2013,Switzerland,CH,IBM Zurich Research Laboratory,Switzerland,53,1933,CHE
1986,Ernst,Ruska,physics,male,"""for his fundamental work in electron optics and for the design of the first electron microscope""",Germany,DE,27-05-1988,Germany,DE,Fritz-Haber-Institut der Max-Planck-Gesellschaft,Germany,80,1906,DEU
1986,Yuan T.,Lee,chemistry,male,"""for their contributions concerning the dynamics of chemical elementary processes""",Taiwan,TW,0000-00-00,,,University of California,USA,50,1936,TWN
1986,Rita,Levi-Montalcini,medicine,female,"""for their discoveries of growth factors""",Italy,IT,30-12-2012,Italy,IT,Institute of Cell Biology of the C.N.R.,Italy,77,1909,ITA
1986,Stanley,Cohen,medicine,male,"""for their discoveries of growth factors""",USA,US,5/2/2020,USA,US,Vanderbilt University School of Medicine,USA,64,1922,USA
1986,Elie,Wiesel,peace,male,"""for being a messenger to mankind: his message is one of peace atonement and dignity""",Romania,RO,2/7/2016,USA,US,,,58,1928,ROU
1986,Wole,Soyinka,literature,male,"""who in a wide cultural perspective and with poetic overtones fashions the drama of existence""",Nigeria,NG,0000-00-00,,,,,52,1934,NGA
1986,James M.,Buchanan Jr.,economics,male,"""for his development of the contractual and constitutional bases for the theory of economic and political decision-making""",USA,US,9/1/2013,USA,US,Center for Study of Public Choice,USA,67,1919,USA
1987,Charles J.,Pedersen,chemistry,male,"""for their development and use of molecules with structure-specific interactions of high selectivity""",Korea,KR,26-10-1989,USA,US,Du Pont,USA,83,1904,KOR
1987,Joseph,Brodsky,literature,male,"""for an all-embracing authorship imbued with clarity of thought and poetic intensity""",Russia,RU,28-01-1996,USA,US,,,47,1940,RUS
1987,K. Alex,Müller,physics,male,"""for their important break-through in the discovery of superconductivity in ceramic materials""",Switzerland,CH,9/1/2023,Switzerland,CH,IBM Zurich Research Laboratory,Switzerland,60,1927,CHE
1987,Jean-Marie,Lehn,chemistry,male,"""for their development and use of molecules with structure-specific interactions of high selectivity""",France,FR,0000-00-00,,,Université Louis Pasteur,France,48,1939,FRA
1987,J. Georg,Bednorz,physics,male,"""for their important break-through in the discovery of superconductivity in ceramic materials""",Germany,DE,0000-00-00,,,IBM Zurich Research Laboratory,Switzerland,37,1950,DEU
1987,Susumu,Tonegawa,medicine,male,"""for his discovery of the genetic principle for generation of antibody diversity""",Japan,JP,0000-00-00,,,Massachusetts Institute of Technology (MIT),USA,48,1939,JPN
1987,Robert M.,Solow,economics,male,"""for his contributions to the theory of economic growth""",USA,US,0000-00-00,,,Massachusetts Institute of Technology (MIT),USA,63,1924,USA
1987,Oscar,Arias Sánchez,peace,male,"""for his work for lasting peace in Central America""",Costa Rica,CR,0000-00-00,,,,,47,1940,CRI
1987,Donald J.,Cram,chemistry,male,"""for their development and use of molecules with structure-specific interactions of high selectivity""",USA,US,17-06-2001,USA,US,University of California,USA,68,1919,USA
1988,United Nations Peacekeeping Forces,,peace,org,"""for preventing armed clashes and creating conditions for negotiations""",,,0000-00-00,,,,,40,1948,NAM
1988,Jack,Steinberger,physics,male,"""for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino""",Germany,DE,12/12/2020,Switzerland,CH,CERN,Switzerland,67,1921,DEU
1988,Melvin,Schwartz,physics,male,"""for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino""",USA,US,28-08-2006,USA,US,Digital Pathways Inc.,USA,56,1932,USA
1988,Leon M.,Lederman,physics,male,"""for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino""",USA,US,3/10/2018,USA,US,Fermi National Accelerator Laboratory,USA,66,1922,USA
1988,George H.,Hitchings,medicine,male,"""for their discoveries of important principles for drug treatment""",USA,US,27-02-1998,USA,US,Wellcome Research Laboratories,USA,83,1905,USA
1988,Hartmut,Michel,chemistry,male,"""for the determination of the three-dimensional structure of a photosynthetic reaction centre""",Germany,DE,0000-00-00,,,Max-Planck-Institut für Biophysik,Germany,40,1948,DEU
1988,Robert,Huber,chemistry,male,"""for the determination of the three-dimensional structure of a photosynthetic reaction centre""",Germany,DE,0000-00-00,,,Max-Planck-Institut für Biochemie,Germany,51,1937,DEU
1988,Johann,Deisenhofer,chemistry,male,"""for the determination of the three-dimensional structure of a photosynthetic reaction centre""",Germany,DE,0000-00-00,,,University of Texas Southwestern Medical Center at Dallas,USA,45,1943,DEU
1988,Naguib,Mahfouz,literature,male,"""who through works rich in nuance - now clear-sightedly realistic now evocatively ambiguous - has formed an Arabian narrative art that applies to all mankind""",Egypt,EG,30-08-2006,Egypt,EG,,,77,1911,EGY
1988,Sir James W.,Black,medicine,male,"""for their discoveries of important principles for drug treatment""",Scotland,GB,21-03-2010,,,London University King's College Hospital Medical School,United Kingdom,64,1924,GBR
1988,Gertrude B.,Elion,medicine,female,"""for their discoveries of important principles for drug treatment""",USA,US,21-02-1999,USA,US,Wellcome Research Laboratories,USA,70,1918,USA
1988,Maurice,Allais,economics,male,"""for his pioneering contributions to the theory of markets and efficient utilization of resources""",France,FR,9/10/2010,France,FR,École Nationale Supérieur des Mines de Paris,France,77,1911,FRA
1989,Thomas R.,Cech,chemistry,male,"""for their discovery of catalytic properties of RNA""",USA,US,0000-00-00,,,University of Colorado,USA,42,1947,USA
1989,Sidney,Altman,chemistry,male,"""for their discovery of catalytic properties of RNA""",Canada,CA,5/4/2022,USA,US,Yale University,USA,50,1939,CAN
1989,Hans G.,Dehmelt,physics,male,"""for the development of the ion trap technique""",Germany,DE,7/3/2017,USA,US,University of Washington,USA,67,1922,DEU
1989,Norman F.,Ramsey,physics,male,"""for the invention of the separated oscillatory fields method and its use in the hydrogen maser and other atomic clocks""",USA,US,4/11/2011,USA,US,Harvard University,USA,74,1915,USA
1989,J. Michael,Bishop,medicine,male,"""for their discovery of the cellular origin of retroviral oncogenes""",USA,US,0000-00-00,,,University of California School of Medicine,USA,53,1936,USA
1989,Wolfgang,Paul,physics,male,"""for the development of the ion trap technique""",Germany,DE,7/12/1993,Germany,DE,University of Bonn,Germany,76,1913,DEU
1989,Trygve,Haavelmo,economics,male,"""for his clarification of the probability theory foundations of econometrics and his analyses of simultaneous economic structures""",Norway,NO,26-07-1999,Norway,NO,University of Oslo,Norway,78,1911,NOR
1989,Camilo José,Cela,literature,male,"""for a rich and intensive prose which with restrained compassion forms a challenging vision of man's vulnerability""",Spain,ES,17-01-2002,Spain,ES,,,73,1916,ESP
1989,Lhamo,Thondup,peace,male,"""for advocating peaceful solutions based upon tolerance and mutual respect in order to preserve the historical and cultural heritage of his people""",China,CN,0000-00-00,,,,,54,1935,CHN
1989,Harold E.,Varmus,medicine,male,"""for their discovery of the cellular origin of retroviral oncogenes""",USA,US,0000-00-00,,,University of California School of Medicine,USA,50,1939,USA
1990,Octavio,Paz,literature,male,"""for impassioned writing with wide horizons characterized by sensuous intelligence and humanistic integrity""",Mexico,MX,19-04-1998,Mexico,MX,,,76,1914,MEX
1990,Richard E.,Taylor,physics,male,"""for their pioneering investigations concerning deep inelastic scattering of electrons on protons and bound neutrons which have been of essential importance for the development of the quark model in particle physics""",Canada,CA,22-02-2018,USA,US,Stanford University,USA,61,1929,CAN
1990,Henry W.,Kendall,physics,male,"""for their pioneering investigations concerning deep inelastic scattering of electrons on protons and bound neutrons which have been of essential importance for the development of the quark model in particle physics""",USA,US,15-02-1999,USA,US,Massachusetts Institute of Technology (MIT),USA,64,1926,USA
1990,Jerome I.,Friedman,physics,male,"""for their pioneering investigations concerning deep inelastic scattering of electrons on protons and bound neutrons which have been of essential importance for the development of the quark model in particle physics""",USA,US,0000-00-00,,,Massachusetts Institute of Technology (MIT),USA,60,1930,USA
1990,Harry M.,Markowitz,economics,male,"""for their pioneering work in the theory of financial economics""",USA,US,0000-00-00,,,City University of New York,USA,63,1927,USA
1990,Merton H.,Miller,economics,male,"""for their pioneering work in the theory of financial economics""",USA,US,3/6/2000,USA,US,University of Chicago,USA,67,1923,USA
1990,Joseph E.,Murray,medicine,male,"""for their discoveries concerning organ and cell transplantation in the treatment of human disease""",USA,US,26-11-2012,USA,US,Brigham and Women's Hospital,USA,71,1919,USA
1990,Mikhail,Gorbachev,peace,male,"""for the leading role he played in the radical changes in East-West relations""",Russia,RU,30-08-2022,Russia,RU,,,59,1931,RUS
1990,E. Donnall,Thomas,medicine,male,"""for their discoveries concerning organ and cell transplantation in the treatment of human disease""",USA,US,20-10-2012,USA,US,Fred Hutchinson Cancer Research Center,USA,70,1920,USA
1990,William F.,Sharpe,economics,male,"""for their pioneering work in the theory of financial economics""",USA,US,0000-00-00,,,Stanford University,USA,56,1934,USA
1990,Elias James,Corey,chemistry,male,"""for his development of the theory and methodology of organic synthesis""",USA,US,0000-00-00,,,Harvard University,USA,62,1928,USA
1991,Ronald H.,Coase,economics,male,"""for his discovery and clarification of the significance of transaction costs and property rights for the institutional structure and functioning of the economy""",United Kingdom,GB,2/9/2013,USA,US,University of Chicago,USA,81,1910,GBR
1991,Nadine,Gordimer,literature,female,"""who through her magnificent epic writing has - in the words of Alfred Nobel - been of very great benefit to humanity""",South Africa,ZA,13-07-2014,South Africa,ZA,,,68,1923,ZAF
1991,Bert,Sakmann,medicine,male,"""for their discoveries concerning the function of single ion channels in cells""",Germany,DE,0000-00-00,,,Max-Planck-Institut für medizinische Forschung,Germany,49,1942,DEU
1991,Pierre-Gilles,de Gennes,physics,male,"""for discovering that methods developed for studying order phenomena in simple systems can be generalized to more complex forms of matter in particular to liquid crystals and polymers""",France,FR,18-05-2007,France,FR,Collège de France,France,59,1932,FRA
1991,Aung San Suu Kyi,,peace,female,"""for her non-violent struggle for democracy and human rights""",Myanmar,MM,0000-00-00,,,,,46,1945,MMR
1991,Erwin,Neher,medicine,male,"""for their discoveries concerning the function of single ion channels in cells""",Germany,DE,0000-00-00,,,Max-Planck-Institut für Biophysikalische Chemie,Germany,47,1944,DEU
1991,Richard R.,Ernst,chemistry,male,"""for his contributions to the development of the methodology of high resolution nuclear magnetic resonance (NMR) spectroscopy""",Switzerland,CH,4/6/2021,Switzerland,CH,Eidgenössische Technische Hochschule (Swiss Federal Institute of Technology),Switzerland,58,1933,CHE
1992,Derek,Walcott,literature,male,"""for a poetic oeuvre of great luminosity sustained by a historical vision the outcome of a multicultural commitment""",Saint Lucia,LC,17-03-2017,Saint Lucia,LC,,,62,1930,LCA
1992,Edmond H.,Fischer,medicine,male,"""for their discoveries concerning reversible protein phosphorylation as a biological regulatory mechanism""",China,CN,27-08-2021,USA,US,University of Washington,USA,72,1920,CHN
1992,Rudolph A.,Marcus,chemistry,male,"""for his contributions to the theory of electron transfer reactions in chemical systems""",Canada,CA,0000-00-00,,,California Institute of Technology (Caltech),USA,69,1923,CAN
1992,Gary,Becker,economics,male,"""for having extended the domain of microeconomic analysis to a wide range of human behaviour and interaction including nonmarket behaviour""",USA,US,3/5/2014,USA,US,University of Chicago,USA,62,1930,USA
1992,Rigoberta,Menchú Tum,peace,female,"""for her struggle for social justice and ethno-cultural reconciliation based on respect for the rights of indigenous peoples""",Guatemala,GT,0000-00-00,,,,,33,1959,GTM
